archetype_key,zh,pinyin,category,en,es,ja,ko,th,vi,basis,status
bazi:ganhe:yigenghejin,乙庚合金,yǐgēnghéjīn,天干五合,—,—,—,—,—,—,,tier2_pending
bazi:ganhe:bingxinheshui,丙辛合水,bǐngxīnhéshuǐ,天干五合,—,—,—,—,—,—,,tier2_pending
bazi:ganhe:dingrenhemu,丁壬合木,dīngrénhémù,天干五合,—,—,—,—,—,—,,tier2_pending
bazi:ganhe:wuguihehuo,戊癸合火,wùguǐhéhuǒ,天干五合,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:yinmaoxusanhehuo,寅午戌三合火,yínmǎoxūsānhéhuǒ,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:shenzichesanheshui,申子辰三合水,shēnzǐchésānhéshuǐ,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:siyouchousanhejin,巳酉丑三合金,sìyǒuchǒusānhéjīn,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:haimaoweisanhemu,亥卯未三合木,hàimǎowèisānhémù,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:yinmaochensanhui,寅卯辰三会木,yínmǎochénsānhuì,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:siwuweisanhui,巳午未三会火,sìwǔwèisānhuì,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:shenyouxusanhui,申酉戌三会金,shēnyǒuxūsānhuì,三合三会,—,—,—,—,—,—,,tier2_pending
bazi:sanhe:haizichousanhui,亥子丑三会水,hàizǐchǒusānhuì,三合三会,—,—,—,—,—,—,,tier2_pending
yijing:gua:fugua,复卦,fùguà,十二消息卦,Fu,Fu,復,복,—,Phục,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:lingua,临卦,línguà,十二消息卦,Lin,Lin,臨,임,—,Lâm,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:taigua,泰卦,tàiguà,十二消息卦,Tai,Tai,泰,태,—,Thái,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:dazhuanggua,大壮卦,dàzhuàngguà,十二消息卦,Da Zhuang,Da Zhuang,大壯,대장,—,Đại Tráng,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:guaigua,夬卦,guàiguà,十二消息卦,Guai,Guai,夬,괘,—,Khoái,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:qiangua,乾卦,qiánguà,十二消息卦,Qian,Qian,乾,건,—,Càn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:gougua,姤卦,gòuguà,十二消息卦,Gou,Gou,姤,고,—,Cấu,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:dungua,遁卦,dùnguà,十二消息卦,Dun,Dun,遯,돈,—,Độn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:pigua,否卦,pǐguà,十二消息卦,Fou,Fou,否,부,—,U,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:guangua,观卦,guānguà,十二消息卦,Guan,Guan,觀,관,—,Quan,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:bogua,剥卦,bōguà,十二消息卦,Bo,Bo,剝,박,—,Bác,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:gua:kungua,坤卦,kūnguà,十二消息卦,Kun,Kun,坤,곤,—,Khôn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_partial
yijing:heluo:hetuyiliushui,河图一六水,hétúyīliùshuǐ,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:hetuerqihuo,河图二七火,hétúèrqīhuǒ,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:hetusanbamu,河图三八木,hétúsānbāmù,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:hetusijiujin,河图四九金,hétúsìjiǔjīn,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:hetuwushitu,河图五十土,hétúwǔshítǔ,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:luoshudaijiuluyi,洛书戴九履一,luòshūdàijiǔlǚyī,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:luoshuzuosan_youqi,洛书左三右七,luòshūzuǒsān yòuqī,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:luoshuersiweijian,洛书二四为肩,luòshūèrsìwéijiān,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:luoshuliubaweizu,洛书六八为足,luòshūliùbāwéizú,河洛,—,—,—,—,—,—,,tier2_pending
yijing:heluo:luoshuwujuzhongyang,洛书五居中央,luòshūwǔjūzhōngyāng,河洛,—,—,—,—,—,—,,tier2_pending
common:classic:sanmingtonghui,《三命通会》,sānmìngtōnghuì,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:yuanhaiziping,《渊海子平》,yuānhǎizǐpíng,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:ditiansui,《滴天髓》,dītiānsuǐ,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:qiongtongbaojian,《穷通宝鉴》,qióngtōngbǎojiàn,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:zipingzhenquan,《子平真诠》,zǐpíngzhēnquán,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:shenfengtongkao,《神峰通考》,shénfēngtōngkǎo,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:ziweidoushuquanji,《紫微斗数全集》,zǐwēidǒushùquánjí,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:xiejibianfangshu,《协纪辨方书》,xiéjìbiànfāngshū,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:qimendunjia,《奇门遁甲》,qíméndùnjiǎ,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:liurendaquan,《六壬大全》,liùréndàquán,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:taiyishenshu,《太乙神数》,tàiyǐshénshù,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:yuxiaji,《玉匣记》,yùxiájì,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:zangshu,《葬书》,zàngshū,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:zhaijing,《宅经》,zháijīng,命理典籍,—,—,—,—,—,—,,tier2_pending
common:classic:zhouyi,《周易》,zhōuyì,命理典籍,—,—,—,—,—,—,,tier2_pending
astrology:beidou:tanlangxing,贪狼星,tānlángxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:jumenxing,巨门星,jùménxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:lucunxing,禄存星,lùcúnxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:wenquxing,文曲星,wénqǔxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:lianzhenxing,廉贞星,liánzhēnxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:wuquxing,武曲星,wǔqǔxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
astrology:beidou:pojunxing,破军星,pòjūnxīng,北斗七星,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:jialuzaiyin,甲禄在寅,jiǎlùzàiyín,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:yiluzaimao,乙禄在卯,yǐlùzàimǎo,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:bingluzaisi,丙禄在巳,bǐnglùzàisì,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:dingluzaiwu,丁禄在午,dīnglùzàiwǔ,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:wuluzaisi,戊禄在巳,wùlùzàisì,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:jiluzaiwu,己禄在午,jǐlùzàiwǔ,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:gengluzaishen,庚禄在申,gēnglùzàishēn,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:xinluzaiyou,辛禄在酉,xīnlùzàiyǒu,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:renluzaihai,壬禄在亥,rénlùzàihài,十干禄,—,—,—,—,—,—,,tier2_pending
bazi:shiganlu:guiluzaizi,癸禄在子,guǐlùzàizǐ,十干禄,—,—,—,—,—,—,,tier2_pending
common:school:nianzhu,年柱,niánzhù,推命体系,Year Pillar,Pilar del Año,年柱,년주,เสาปี,Trụ Năm,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:yuezhu,月柱,yuèzhù,推命体系,Month Pillar,Pilar del Mes,月柱,월주,เสาเดือน,Trụ Tháng,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:rizhu,日柱,rìzhù,推命体系,Day Pillar,Pilar del Día,日柱,일주,เสาวัน,Trụ Ngày,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:shizhu,时柱,shízhù,推命体系,Hour Pillar,Pilar de la Hora,時柱,시주,เสายาม,Trụ Giờ,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:dayun,大运,dàyùn,推命体系,Luck Pillar,Pilar de la suerte,大運,대운,ไต่อวิ้น,Đại Vận,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:liunian,流年,liúnián,推命体系,Annual Luck,Suerte anual,流年,유년,หลิวเหนียน,Lưu Niên,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:taiyuan,胎元,tāiyuán,推命体系,—,—,—,—,—,—,,tier2_pending
common:school:minggong,命宫,mìnggōng,推命体系,Life Palace,Palacio de la Vida,命宮,명궁,เหมิงกง,Mệnh Cung,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
common:school:shengong,身宫,shēngōng,推命体系,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianguan,天官,tiānguān,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianfu_2,天福,tiānfú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:santai,三台,sāntái,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:bazuo,八座,bāzuò,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:longchi,龙池,lóngchí,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fengge,凤阁,fènggé,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:taifu,台辅,táifǔ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fenggao,封诰,fēnggào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianku,天哭,tiānkū,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianwu,天巫,tiānwū,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianyue_2,天月,tiānyuè,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianshang,天伤,tiānshāng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tianshi,天使,tiānshǐ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jiekong,截空,jiékōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xunkong,旬空,xúnkōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:hongfen,红粉,hóngfěn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xishen,喜神,xǐshén,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zoushu,奏书,zòushū,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:feilian,飞廉,fēilián,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:boshi,博士,bóshì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:lishi,力士,lìshì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jiangjun,将军,jiāngjūn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fubing,伏兵,fúbīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:guanfu,官府,guānfǔ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:suijian,岁建,suìjiàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:huiqi,晦气,huìqì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:guansuo,贯索,guànsuǒ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:guanfu_2,官符,guānfú,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:diaoke,吊客,diàokè,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tiansha,天煞,tiānshà,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zhibei,指背,zhǐbèi,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:yuesha,月煞,yuèshà,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:wangshen,亡神,wángshén,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:miao,庙,miào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:wang,旺,wàng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:dedi,得地,dédì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liyi,利益,lìyì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:pinghe,平和,pínghé,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:luoxian,落陷,luòxiàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:budedi,不得地,bùdédì,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:daxian,大限,dàxiàn,紫微星曜,Decade Luck,Suerte decenal,大限,대한,ไต้ฮั่น,Đại Hạn,Sino-xenic 定读(ja/ko/vi)+pinyin 通行(en/es)+th 音译或意译；待母语复核,tier1_filled
ziwei:star:xiaoxian,小限,xiǎoxiàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:doujun,斗君,dòujūn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:paipan,排盘,páipán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anxing,安星,ānxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zhengyao,正曜,zhèngyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fuyao,辅曜,fǔyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zuoyao,佐曜,zuǒyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zaoyao,杂曜,záoyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:suiyao,岁曜,suìyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liujixing,六吉星,liùjíxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liushaxing,六煞星,liùshàxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:nandouxing,南斗星,nándǒuxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:beidouxing,北斗星,běidǒuxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zhongtianxing,中天星,zhōngtiānxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:dongdouxing,东斗星,dōngdǒuxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xidouxing,西斗星,xīdǒuxīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingpan,命盘,mìngpán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:qiziwei,起紫微,qǐzǐwēi,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:anshisizhengyao,安十四正曜,ānshísìzhèngyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:sanfangsizheng,三方四正,sānfāngsìzhèng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:duigong,对宫,duìgōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:hegong,合宫,hégōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jiagong,夹宫,jiágōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:gongming,拱命,gǒngmìng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zhaoming,照命,zhàomìng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zuoming,坐命,zuòmìng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shouming,守命,shǒumìng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:rumiao,入庙,rùmiào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jiexingangong,借星安宫,jièxīngāngōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingwuzhengyao,命无正曜,mìngwúzhèngyào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zuoyoutonggong,左右同宫,zuǒyòutónggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:changqutonggong,昌曲同宫,chāngqūtónggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:kuiyuejiaming,魁钺夹命,kuíyuèjiāmìng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:lumajiaochi,禄马交驰,lùmǎjiāochí,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:huotan,火贪,huǒtān,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:lingtan,铃贪,língtān,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tanwutongxing,贪武同行,tānwǔtóngxíng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:riyuebingming,日月并明,riyuèbìngmíng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:riyuefanbei,日月反背,riyuèfǎnbèi,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:xingjiaoyin,刑囚夹印,xíngjiáoyìn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fanshuitaohua,泛水桃花,fànshuǐtáohuā,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fengliucaizhang,风流彩杖,fēngliúcǎizhàng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:juhuoqingyang,巨火擎羊,jùhuǒqíngyáng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:zifuchaoyuan,紫府朝垣,zǐfǔcháoyuán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:fuxiangchaoyuan,府相朝垣,fǔxiàngcháoyuán,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:wutantongxing,武贪同行,wǔtāntóngxíng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:liantantonggong,廉贪同宫,liántāntónggōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tonglianghuizhao,同梁会照,tóngliánghuìzhào,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:jijutonglin,机巨同临,jījùtónglín,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:mingzhu,命主,mìngzhǔ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:shenzhu,身主,shēnzhǔ,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:doushu,斗数,dòushù,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:feixing,飞星,fēixīng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:gonggan,宫干,gōnggàn,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:laiyingong,来因宫,láiyīngōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:guoweigong,果位宫,guǒwèigōng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:star:tiyong,体用,tǐyòng,紫微星曜,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:shengnianlu,生年禄,shēngniánlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:shengnianquan,生年权,shēngniánquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:shengnianke,生年科,shēngniánkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:shengnianji,生年忌,shēngniánjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:mingzhulu,命主禄,mìngzhǔlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:mingzhuquan,命主权,mìngzhǔquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:mingzhuke,命主科,mìngzhǔkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:mingzhuji,命主忌,mìngzhǔjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:daxianlu,大限禄,dàxiànlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:daxianquan,大限权,dàxiànquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:daxianke,大限科,dàxiànkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:daxianji,大限忌,dàxiànjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:liunianlu,流年禄,liúniánlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:liunianquan,流年权,liúniánquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:liunianke,流年科,liúniánkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:liunianji,流年忌,liúniánjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:xiaoxianlu,小限禄,xiǎoxiànlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:xiaoxianquan,小限权,xiǎoxiànquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:xiaoxianke,小限科,xiǎoxiànkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:xiaoxianji,小限忌,xiǎoxiànjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:zihualu,自化禄,zìhuàlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:zihuaquan,自化权,zìhuàquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:zihuake,自化科,zìhuàkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:zihuaji,自化忌,zìhuàjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:feihualu,飞化禄,fēihuàlù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:feihuaquan,飞化权,fēihuàquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:feihuake,飞化科,fēihuàkē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:feihuaji,飞化忌,fēihuàjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:dielu,叠禄,diélù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:diequan,叠权,diéquán,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:dieke,叠科,diékē,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:dieji,叠忌,diéjì,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:jichu,忌出,jìchū,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:jiru,忌入,jìrù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:luru,禄入,lùrù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:quanru,权入,quánrù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:sihua:keru,科入,kērù,紫微四化,—,—,—,—,—,—,,tier2_pending
ziwei:geju:fuxiangchaoyuange,府相朝垣格,fǔxiàngcháoyuángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tanwutongxingge,贪武同行格,tānwǔtóngxínggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:riyuebingmingge,日月并明格,riyuèbìngmínggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:riyuefanbeige,日月反背格,riyuèfǎnbèigé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:minglifengkongge,命里逢空格,mìngliféngkōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:xingjiaoyinge,刑囚夹印格,xíngjiáoyìngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:fanshuitaohuage,泛水桃花格,fànshuǐtáohuāgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:fengliucaizhange,风流彩杖格,fēngliúcǎizhàngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:juhuoqingyange,巨火擎羊格,jùhuǒqíngyángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:zifuchaoyuange,紫府朝垣格,zǐfǔcháoyuángé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:wutantongxingge,武贪同行格,wǔtāntóngxínggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:liantantonggongge,廉贪同宫格,liántāntónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:tonglianghuizhaoge,同梁会照格,tóngliánghuìzhàogé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:jijutonglinge,机巨同临格,jījùtónglíngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:taiyangjuge,太阳居午格,tàiyángjǔgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:taiyinjuzige,太阴居子格,tàiyīnjūzǐgé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:zuoyoutonggongge,左右同宫格,zuǒyòutónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:changqutonggongge,昌曲同宫格,chāngqūtónggōnggé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:kuiyuejiaminge,魁钺夹命格,kuíyuèjiāmìngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:lumajiaochige,禄马交驰格,lùmǎjiāochígé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:huotange,火贪格,huǒtāngé,紫微格局,—,—,—,—,—,—,,tier2_pending
ziwei:geju:lingtange,铃贪格,língtāngé,紫微格局,—,—,—,—,—,—,,tier2_pending
